"filename", "language", "JSON", "PostCSS", "PHP", "Markdown", "XML", "Properties", "Batch", "JavaScript", "Shell Script", "Diff", "YAML", "Ignore", "HTML", "reStructuredText", "comment", "blank", "total"
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\Namespaces\DisallowCurlyBraceSyntaxSniff.php", "PHP", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 11, 82
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\Namespaces\DisallowDeclarationWithoutNameSniff.php", "PHP", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 10, 81
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\Namespaces\EnforceCurlyBraceSyntaxSniff.php", "PHP", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 11, 82
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\Namespaces\OneDeclarationPerFileSniff.php", "PHP", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 12, 97
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\NamingConventions\NoReservedKeywordParameterNamesSniff.php", "PHP", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 11, 191
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\OOStructures\AlphabeticExtendsImplementsSniff.php", "PHP", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 35, 276
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\Operators\ConcatPositionSniff.php", "PHP", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 28, 204
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\Operators\DisallowLogicalAndOrSniff.php", "PHP", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 13, 113
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\Operators\DisallowShortTernarySniff.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 9, 77
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\Operators\DisallowStandalonePostIncrementDecrementSniff.php", "PHP", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 29, 198
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\Operators\StrictComparisonsSniff.php", "PHP", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 14, 117
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\Operators\TypeSeparatorSpacingSniff.php", "PHP", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 14, 149
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\PHP\LowercasePHPTagSniff.php", "PHP", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 11, 88
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\PHP\NoFQNTrueFalseNullSniff.php", "PHP", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 13, 93
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\PHP\OneStatementInShortEchoTagSniff.php", "PHP", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 12, 102
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\UseStatements\DisallowMixedGroupUseSniff.php", "PHP", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 46, 249
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\UseStatements\DisallowUseClassSniff.php", "PHP", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 28, 212
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\UseStatements\DisallowUseConstSniff.php", "PHP", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 28, 212
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\UseStatements\DisallowUseFunctionSniff.php", "PHP", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 28, 212
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\UseStatements\KeywordSpacingSniff.php", "PHP", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 23, 208
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\UseStatements\LowercaseFunctionConstSniff.php", "PHP", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 19, 157
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\UseStatements\NoLeadingBackslashSniff.php", "PHP", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 24, 171
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\UseStatements\NoUselessAliasesSniff.php", "PHP", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 24, 156
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\WhiteSpace\AnonClassKeywordSpacingSniff.php", "PHP", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 8, 80
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\WhiteSpace\CommaSpacingSniff.php", "PHP", 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 51, 409
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\WhiteSpace\DisallowInlineTabsSniff.php", "PHP", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 21, 177
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\Sniffs\WhiteSpace\PrecisionAlignmentSniff.php", "PHP", 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 53, 446
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\Universal\ruleset.xml", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsextra\composer.json", "JSON", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 71
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\CHANGELOG.md", "Markdown", 0, 0, 0, 809, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 298, 1107
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\AbstractSniffs\AbstractArrayDeclarationSniff.php", "PHP", 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 314, 54, 552
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\BackCompat\BCFile.php", "PHP", 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 456, 44, 782
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\BackCompat\BCTokens.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 8, 124
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\BackCompat\Helper.php", "PHP", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 22, 203
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Exceptions\InvalidTokenArray.php", "PHP", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 6, 45
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Exceptions\TestFileNotFound.php", "PHP", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 48
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Exceptions\TestMarkerNotFound.php", "PHP", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 5, 44
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Exceptions\TestTargetNotFound.php", "PHP", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 6, 51
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Fixers\SpacesFixer.php", "PHP", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 27, 247
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Internal\Cache.php", "PHP", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 22, 219
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Internal\IsShortArrayOrList.php", "PHP", 0, 0, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 312, 79, 688
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Internal\IsShortArrayOrListWithCache.php", "PHP", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 25, 270
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Internal\NoFileCache.php", "PHP", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 13, 165
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Internal\StableCollections.php", "PHP", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 5, 76
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\TestUtils\UtilityMethodTestCase.php", "PHP", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 274, 45, 460
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Tokens\Collections.php", "PHP", 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 497, 59, 838
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Tokens\TokenHelper.php", "PHP", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 4, 56
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\Arrays.php", "PHP", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 27, 228
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\Conditions.php", "PHP", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 16, 157
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\Context.php", "PHP", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 30, 233
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\ControlStructures.php", "PHP", 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 38, 277
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\FunctionDeclarations.php", "PHP", 0, 0, 416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 330, 83, 829
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\GetTokensAsString.php", "PHP", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 20, 263
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\Lists.php", "PHP", 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 38, 360
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\MessageHelper.php", "PHP", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 13, 146
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\Namespaces.php", "PHP", 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 44, 390
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\NamingConventions.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 10, 117
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\Numbers.php", "PHP", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 35, 323
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\ObjectDeclarations.php", "PHP", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 35, 360
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\Operators.php", "PHP", 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 30, 253
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\Orthography.php", "PHP", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 10, 121
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\Parentheses.php", "PHP", 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 40, 420
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\PassedParameters.php", "PHP", 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 223, 54, 511
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\Scopes.php", "PHP", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 20, 144
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\TextStrings.php", "PHP", 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 36, 332
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\UseStatements.php", "PHP", 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 46, 433
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\Utils\Variables.php", "PHP", 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 37, 334
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\PHPCSUtils\ruleset.xml", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\README.md", "Markdown", 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 298
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\composer.json", "JSON", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 93
"c:\Users\alter\gw2-guild-login\vendor\phpcsstandards\phpcsutils\phpcsutils-autoload.php", "PHP", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 7, 69
"c:\Users\alter\gw2-guild-login\vendor\phpstan\phpstan\README.md", "Markdown", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 109
"c:\Users\alter\gw2-guild-login\vendor\phpstan\phpstan\UPGRADING.md", "Markdown", 0, 0, 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 339
"c:\Users\alter\gw2-guild-login\vendor\phpstan\phpstan\bootstrap.php", "PHP", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 115
"c:\Users\alter\gw2-guild-login\vendor\phpstan\phpstan\composer.json", "JSON", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\ChangeLog-9.2.md", "Markdown", 0, 0, 0, 351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 585
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\README.md", "Markdown", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 49
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\composer.json", "JSON", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 70
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\CodeCoverage.php", "PHP", 0, 0, 452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 121, 710
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Driver\Driver.php", "PHP", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 24, 168
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Driver\PcovDriver.php", "PHP", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 13, 76
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Driver\PhpdbgDriver.php", "PHP", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 15, 94
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Driver\Selector.php", "PHP", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 80
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Driver\Xdebug2Driver.php", "PHP", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 129
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Driver\Xdebug3Driver.php", "PHP", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 19, 120
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\BranchAndPathCoverageNotSupportedException.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 17
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\DeadCodeDetectionNotSupportedException.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 17
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\DirectoryCouldNotBeCreatedException.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 18
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\Exception.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 17
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\InvalidArgumentException.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 15
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\NoCodeCoverageDriverAvailableException.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 21
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\NoCodeCoverageDriverWithPathCoverageSupportAvailableException.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 21
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\ParserException.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 17
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\PathExistsButIsNotDirectoryException.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 23
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\PcovNotAvailableException.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 22
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\PhpdbgNotAvailableException.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 22
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\ReflectionException.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 17
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\ReportAlreadyFinalizedException.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 21
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\StaticAnalysisCacheNotConfiguredException.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 17
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\TestIdMissingException.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 21
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\UnintentionallyCoveredCodeException.php", "PHP", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 44
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\WriteOperationFailedException.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 23
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\WrongXdebugVersionException.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 18
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\Xdebug2NotEnabledException.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 22
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\Xdebug3NotEnabledException.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 22
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\XdebugNotAvailableException.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 22
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Exception\XmlException.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 17
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Filter.php", "PHP", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 119
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Node\AbstractNode.php", "PHP", 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 52, 254
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Node\Builder.php", "PHP", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 34, 265
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Node\CrapIndex.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 51
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Node\Directory.php", "PHP", 0, 0, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 91, 441
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Node\File.php", "PHP", 0, 0, 456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 116, 652
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Node\Iterator.php", "PHP", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 12, 91
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\ProcessedCodeCoverageData.php", "PHP", 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 40, 256
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\RawCodeCoverageData.php", "PHP", 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 46, 275
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Report\Clover.php", "PHP", 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 48, 259
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Report\Cobertura.php", "PHP", 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 87, 310
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Report\Crap4j.php", "PHP", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 34, 157
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Report\Html\Facade.php", "PHP", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 26, 148
"c:\Users\alter\gw2-guild-login\vendor\phpunit\php-code-coverage\src\Report\Html\Renderer.php", "PHP", 0, 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 50, 315
